OWNER;NAME;CONTEXTS
bcvery1;tilepix;[["tilepix", "complementary", "library", "design", "use", "pixel", "library", "see", "detail", "pixel", "tilepix", "bear", "ludum", "dare", "find", "vast", "amount", "limited", "time", "ludum", "dare", "weekend", "use", "plan", "map", "layout", "define", "collision", "activation", "area", "tilepix", "make", "activity", "trivially", "short", "amount", "time"]]
bearsh;embedded-postgres;[["forked", "version", "fergusstrange", "embedded-postgres", "tailor", "need"], ["run", "real", "postgres", "database", "locally", "linux", "osx", "window", "part", "another", "go", "application", "test"], ["test", "provide", "high", "level", "confidence", "use", "memory", "alternative", "also", "require", "external_NEG", "dependency_NEG", "outside_NEG", "go_NEG", "build_NEG", "ecosystem_NEG"], ["heavily", "inspire", "java", "project", "zonkyio", "embedded-postgres", "opentable", "otj-pg-embedded", "reliant", "great", "work", "zonkyio", "embedded-postgres-binaries", "order", "fetch", "precompiled", "binary", "maven"]]
beltran;gohive;[["gohive", "driver", "hive", "spark", "distribute", "sql", "engine", "go", "support", "connection", "mechanism", "kerberos", "gssapi", "sasl", "none", "plain_NEG", "sasl_NEG", "ldap_NEG", "custom_NEG", "nosasl_NEG", "binary_NEG", "http_NEG", "transport_NEG", "without_NEG", "ssl_NEG", "kerberos", "mechanism", "pick", "different", "authentication", "level", "depend", "hive.server2.thrift.sasl.qop"]]
bep;s3deploy;[["simple", "tool", "deploy", "static", "website", "amazon", "s3", "cloudfront", "gzip", "custom", "header", "support", "e", "g", "cache-control", "use", "etag", "hash", "check", "file", "change", "make", "optimal", "combination", "static", "site", "generator", "like", "hugo"]]
BESTSELLER;terraform-provider-harbor;[["configure", "manage", "harbor", "terraform"]]
bgentry;que-go;'[["que-go", "fully", "interoperable", "golang", "port", "chris", "hank", "ruby", "que", "queue", "library", "postgresql", "que", "use", "postgresql''s", "advisory", "lock", "speed", "reliability"], ["que-go", "interoperable", "port", "que", "enqueue", "job", "ruby", "e", "rails", "app", "write", "worker", "go", "limited", "set", "job", "want", "write", "go", "leave", "worker", "ruby", "add", "go", "worker", "different", "queue", "name", "write", "everything", "go"]]'
bicomsystems;go-libzfs;[["go-libzfs", "currently", "implement", "basic", "manipulation", "zfs", "pool", "data", "set", "plan", "add", "development", "improve", "documentation", "example", "add", "test", "go-libzfs", "use", "libzfs", "c", "library", "wrap_NEG", "openzfs_NEG", "cli_NEG", "tool_NEG", "goal", "let", "easy", "use", "manipulate", "openzfs", "form", "go", "try", "map", "libzfs", "c", "library", "go", "style", "package", "respect", "golang", "common", "practice"]]
bifurcation;mint;[["project", "primarily", "learning", "effort", "understand", "tl", "protocol", "goal", "arrive", "pretty", "complete", "implementation", "tl", "minimal", "elegant", "code", "demonstrate", "thing", "work", "testing", "priority", "ensure", "correctness", "otherwise", "quality", "software", "engineering", "might", "level_NEG", "make_NEG", "sense_NEG", "integrate_NEG", "library_NEG", "backward", "compatibility", "objective_NEG"], ["borrow", "liberally", "go", "tls", "library", "especially", "tls", "aligns", "early", "tl", "version", "however", "unnecessary", "part", "ruthlessly", "cut"]]
billputer;go-namecheap;[["go", "library", "use", "namecheap", "api"]]
billziss-gh;cgofuse;[["cgofuse", "cross-platform", "fuse", "library", "go", "support", "multiple", "platform", "port", "platform", "fuse", "implementation", "cgo", "cgo", "nocgo", "variant", "depend", "platform"], ["window", "macos", "linux", "freebsd", "netbsd", "openbsd", "cgo", "cgo"], ["netbsd", "openbsd", "support", "experimental", "know", "issue", "stem", "difference", "netbsd", "librefuse", "openbsd", "libfuse", "implementation", "reference", "libfuse", "implementation"]]
bitfield;terraform-provider-checkly;[["terraform", "provider", "enable", "user", "manage", "checkly", "resource", "like", "check"], ["read", "detailed", "tutorial", "explanation", "checkly", "terraform", "provider"]]
bitleak;lmstfy;[["lmstfy", "pronounce", "lam.si.fai/", "simple", "task", "queue", "job", "queue", "service", "base", "redis", "storage", "provide", "following", "feature"], ["lmstfy", "handle_NEG", "data_NEG", "storage_NEG", "delegate_NEG", "storage_NEG", "redis_NEG", "redis_NEG", "sentinel_NEG", "currently_NEG", "file_NEG", "base_NEG", "storage_NEG", "backend_NEG", "implement_NEG", "data", "integrity", "durability", "hand", "redis", "use", "aof", "replication", "production", "env", "ensure"]]
blackjack;webcam;[["go", "library", "work", "webcam", "video", "capture", "device", "depend", "entirely", "v4l2", "framework", "thus", "compile", "work", "linux", "machine"]]
blevesearch;blevex;[["repo", "contain", "extentions", "bleve", "cannot", "include", "core", "one", "following", "reason"]]
bogem;id3v2;[["support", "id3", "version"]]
bombsimon;wsl;[["wsl", "linter", "enforce", "non", "scientific", "vision", "make", "code", "readable", "enforce", "empty", "line", "right", "place"], ["think", "much", "code", "cuddly", "bit", "warm", "good", "make", "hard", "people", "read", "understand", "linter", "warn", "newlines", "around", "block", "beginning", "file", "place", "code"], ["know", "linter", "aggressive", "lot", "project", "test", "fail", "miserably", "linter", "useful", "want", "open", "new", "idea", "configuration", "discussion", "also", "note", "warning", "might", "bug", "unintentional", "false", "positive", "would", "love", "issue", "fix", "discus", "change", "make", "something", "configurable"]]
bookingcom;nanotube;[["router", "relay", "reverse-proxy", "graphite", "rout", "incoming", "record", "accord", "specify", "rule", "nanotube", "design", "high-load", "system", "use", "booking.com", "route", "million", "incoming", "record", "sec", "single", "box", "typical", "production", "config"]]
bradleyfalzon;ghinstallation;[["ghinstallation", "provide", "transport", "implement", "http.roundtripper", "provide", "authentication", "installation", "github", "apps"], ["library", "design", "provide", "automatic", "authentication", "http", "client"], ["client", "use", "github", "enterprise", "set", "base", "url", "follow"]]
bradleyjkemp;cupaloy;[["incredibly", "simple", "go", "snapshot", "testing", "cupaloy", "take", "snapshot", "test", "output", "compare", "snapshot", "commit", "alongside", "test", "value", "match_NEG", "test_NEG", "fail_NEG"], ["need_NEG", "manually_NEG", "manage_NEG", "snapshot_NEG", "file_NEG", "use", "cupaloy.snapshott", "value", "function", "test", "cupaloy", "automatically", "find", "relevant", "snapshot", "file", "base", "test", "name", "compare", "give", "value"]]
braintree-go;braintree-go;[["go", "client", "library", "braintree", "payment", "company", "behind", "awesome", "company", "like", "github", "heroku", "37signals"], ["official_NEG", "client_NEG", "library_NEG", "braintree", "maintain", "server-side", "library", "ruby", "python", "php", "perl", "node", "c", "java", "go_NEG", "package", "implement", "core", "functionality", "client", "library", "miss", "advanced", "feature"], ["say", "package", "contain", "enough", "get", "start", "accept", "payment", "use", "braintree", "feature", "client", "library", "implement", "really", "need", "open", "issue", "good", "yet", "pull", "request"], ["set", "credential", "easy"], ["create", "first", "transaction"], ["error", "return", "call", "type", "package", "return", "generic", "error", "something", "mechanical", "go", "wrong", "receive", "malformed", "xml", "unable", "connect", "braintree", "gateway", "however", "braintree", "able", "process", "request", "correctly", "unable", "fulfill", "due", "semantic", "failure", "credit", "card", "decline", "braintreeerror", "type", "return"], ["addition", "create", "transaction", "also", "tokenize", "credit", "card", "information", "repeat", "subscription", "billing", "use", "creditcard", "customer", "subscription", "type", "package", "completely", "compatible", "braintree.js", "encrypt", "customer", "credit", "card", "browser", "pass", "braintree", "without", "ever", "see", "decrease", "pci", "regulatory", "exposure", "help", "secure", "user", "data", "see", "example", "folder", "working", "implementation"], ["usual", "go", "get", "github.com/braintree-go/braintree-go"], ["braintree", "provide", "ton", "documentation", "use", "api", "recommend", "use", "ruby", "documentation", "follow", "along", "ruby", "client", "library", "broadly", "similar", "one"], ["detail", "package", "see", "godoc"], ["integration", "test", "run", "sandbox", "account", "create", "braintree", "sandbox", "see", "testing.md", "instruction", "set", "sandbox", "integration", "testing"], ["run", "test", "locally", "use", "credential", "travis", "ci", "us", "use", "credential", "default.env", "simply", "cp", "default.env", "env", "use", "tool", "autoloads", "env", "file", "source", "default.env", "load", "credential", "run", "test", "go", "test", "tag", "unit", "integration"], ["use", "webhooktestinggateway", "write", "integration", "test", "verify", "application", "process", "incoming", "webhook", "notification", "correctly"], ["copyright", "c", "lionel", "barrow"], ["permission", "hereby", "grant", "free", "charge", "person", "obtain", "copy", "software", "associate", "documentation", "file", "software", "deal", "software", "without", "restriction", "include", "without", "limitation", "right", "use", "copy", "modify", "merge", "publish", "distribute", "sublicense", "sell", "copy", "software", "permit", "person", "software", "furnish", "subject", "following", "condition"], ["copyright", "notice", "permission", "notice", "shall", "include", "copy", "substantial", "portion", "software"], ["software", "provide", "without", "warranty", "kind", "express", "imply", "include", "limited_NEG", "warranty_NEG", "merchantability_NEG", "fitness_NEG", "particular_NEG", "purpose_NEG", "noninfringement_NEG", "event_NEG", "shall_NEG", "author_NEG", "copyright_NEG", "holder_NEG", "liable_NEG", "claim_NEG", "damage_NEG", "liability_NEG", "whether_NEG", "action_NEG", "contract_NEG", "tort_NEG", "otherwise_NEG", "arise_NEG", "connection_NEG", "software_NEG", "use_NEG", "dealing_NEG", "software_NEG"]]
briandowns;spinner;[["spinner", "simple", "package", "add", "spinner", "progress", "indicator", "terminal", "application", "example", "find", "well", "full", "example", "example", "directory"], ["detail", "library", "feature", "reference", "local", "godoc", "instal"]]
brocaar;lorawan;[["package", "lorawan", "provide", "structure", "tool", "read", "write", "lorawan", "frame", "slice", "byte"], ["following", "structure", "implement", "field"], ["following", "message", "type", "mtype", "implement"], ["following", "mac", "command", "optional", "payload", "implement"]]
bthrx;shuffledns;[["go-sdl", "sdl", "wrap", "go", "user", "enable", "interoperability", "go", "sdl", "library", "write", "c", "mean", "original", "sdl", "installation", "require", "work", "note", "first", "build", "may", "take", "several", "minute", "machine", "powerful_NEG", "raspberry_NEG", "pi_NEG"], ["create_NEG", "go_NEG", "module_NEG", "program_NEG", "make_NEG", "directory_NEG", "call_NEG", "example_NEG", "app_NEG", "run_NEG", "following_NEG", "command_NEG", "inside_NEG"], ["start", "write", "code", "use", "go-sdl", "example", "like", "following"], ["tell", "go", "fetch", "dependency", "run"], ["program", "build", "use"], ["complete", "example", "see", "run", "go", "file", "go", "run"], ["ubuntu", "type", "apt", "install", "libsdl", "image", "mixer", "ttf", "gfx", "dev"], ["fedora", "type", "dnf", "install", "sdl", "_image", "_mixer", "_ttf", "_gfx", "devel"], ["arch", "linux", "type", "pacman", "sdl", "_image", "_mixer", "_ttf", "_gfx"], ["gentoo", "type", "emerge", "av", "libsdl", "sdl", "image", "mixer", "ttf", "gfx"], ["macos", "install", "sdl", "via", "homebrew", "like", "brew", "install", "sdl", "_image", "_mixer", "_ttf", "_gfx", "pkg-config"], ["window", "install", "mingw-w", "mingw-builds", "version", "late", "time", "write", "architecture", "x86_64", "thread", "win", "exception", "seh", "build", "revision", "destination", "folder", "select", "folder", "window", "user", "download", "install", "sdl", "devel", "extract", "sdl", "folder", "archive", "use", "tool", "like", "7zip", "inside", "extracted", "sdl", "folder", "copy", "i686", "w64", "mingw", "x86_64", "w64", "mingw", "depend", "architecture", "choose", "mingw-w", "folder", "e", "g", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "setup", "path", "environment", "variable", "put", "mingw-w", "binary", "location", "system", "path", "environment", "variable", "e", "g", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "bin", "c", "program", "file", "mingw-w", "x86_64", "win", "seh-rt_v", "rev", "mingw", "x86_64", "w64", "mingw", "bin", "open", "terminal", "git", "bash", "run", "go", "get", "v", "github.com/veandco/go-sdl2/sdl", "optional", "repeat", "step", "sdl_image", "sdl_mixer", "sdl_ttf", "note", "pre-build", "library", "fast", "compilation", "run", "go", "install", "github.com/veandco/go-sdl2/", "sdl", "img", "mix", "ttf"], ["get", "binding", "type", "go", "get", "v", "github.com/veandco/go-sdl2/sdl\\", "go", "get", "v", "github.com/veandco/go-sdl2/img\\", "go", "get", "v", "github.com/veandco/go-sdl2/mix\\", "go", "get", "v", "github.com/veandco/go-sdl2/ttf\\", "go", "get", "v", "github.com/veandco/go-sdl2/gfx"], ["type", "use", "bash", "terminal", "go", "get", "v", "github.com/veandco/go-sdl2/", "sdl", "img", "mix", "ttf"], ["due", "go-sdl", "active", "development", "lot", "break", "change", "go", "happen", "v0", "x", "versioning", "system", "come", "go", "soon", "make", "use", "semantic", "versioning", "ensure", "stability", "future"], ["since", "v0", "possible", "build", "statically", "include", "library", "go-sdl", "libs", "build", "statically", "run"], ["cgo_enabled", "cc", "gcc", "goo", "linux", "goarch", "amd", "go", "build", "tag", "static", "ldflags", "w"], ["also", "cross-compile", "another", "example", "window"], ["cgo_enabled", "cc", "x86_64", "w64", "mingw", "gcc", "goo", "windows", "goarch", "amd", "go", "build", "tag", "static", "ldflags", "w"], ["window", "would", "like", "hide", "command", "prompt", "window", "run", "statically-compiled", "program", "could", "append", "h", "windowsgui", "ldflags", "value"], ["list", "architecture", "see", "inside", "go-sdl", "libs", "directory"], ["note", "use", "new", "go", "module", "system", "need", "refer", "master", "branch", "run"], ["go", "get", "v", "github.com/veandco/go-sdl2/sdl@master"], ["program", "run_NEG", "window_NEG", "try", "put", "runtime", "library", "e", "g", "sdl2.dll", "friend", "folder", "program"], ["program", "crash", "randomly", "hang", "put", "runtime.lockosthread", "start", "main", "usually", "solve", "problem", "see", "sdl", "faq", "multi-threading"], ["update", "recent", "update", "add", "call", "queue", "system", "put", "thread-sensitive", "code", "call", "synchronously", "os", "thread", "see", "render_queue", "render_goroutines", "example", "see", "work"], ["cannot", "sdl_mixer", "seem", "play", "mp3", "audio", "file", "installed", "sdl_mixer", "probably", "support_NEG", "mp3_NEG", "file_NEG"], ["macos", "easy", "correct", "first", "remove", "faulty", "mixer", "brew", "remove", "sdl", "2_mixer", "reinstall", "mp3", "option", "brew", "install", "sdl", "2_mixer", "with-flac", "with-fluid-synth", "with-libmikmod", "with-libmodplug", "with-smpeg", "necessary", "check", "option", "enable", "brew", "info", "sdl", "2_mixer", "could", "also", "try", "instal", "sdl", "2_mixer", "mpg", "run", "brew", "install", "sdl", "2_mixer", "with-mpg"], ["operate", "system", "need", "compile", "smpeg", "sdl_mixer", "source", "mp3", "option", "enable", "find", "smpeg", "external", "directory", "sdl_mixer", "refer", "issue", "#148", "instruction"], ["note", "seem", "problem", "sdl_mixer", "also", "try", "revert", "back", "see", "solve", "problem"], ["go-sdl", "support", "compile", "mobile", "platform", "like", "android", "io", "android", "see"], ["currently", "support_NEG", "io_NEG", "yet_NEG"], ["window", "immediately_NEG", "render_NEG", "creation_NEG", "appear", "render", "subsystem", "need", "time", "able", "present", "drawn", "pixel", "workaround", "add", "delay", "use", "sdl.delay", "put", "rendering", "code", "inside", "draw", "loop"]]
