OWNER;NAME;CONTEXTS
bdurand;lumberjack;[["lumberjack", "simple", "powerful", "fast", "logging", "implementation", "ruby", "use", "nearly", "api", "logger", "class", "ruby", "standard", "library", "activesupport", "bufferedlogger", "rail"]]
benbalter;jekyll-remote-theme;[["jekyll", "plugin", "build", "jekyll", "site", "public", "github-hosted", "theme"]]
benbalter;jekyll-titles-from-headings;[["jekyll", "plugin", "pull", "page", "title", "first", "markdown", "heading", "none", "specify_NEG"]]
benjaminoakes;maid;[["lazy", "let", "maid", "clean", "base", "rule", "define"], ["installation", "tutorial", "example", "user", "community", "documentation", "change", "log"], ["maid", "keep", "file", "sit", "around", "long", "untouched", "many", "downloads", "temporary", "file", "collect", "easily", "categorize", "handle", "appropriately", "rule", "define", "let", "maid", "computer", "take", "care", "easy", "stuff", "spend", "time", "matter"], ["think", "like", "email", "filter", "might", "already", "file", "worry", "thing", "happen", "expect_NEG", "maid", "overwrite_NEG", "file_NEG", "action_NEG", "log_NEG", "tell_NEG", "happen_NEG"], ["maid", "inspire", "mac", "x", "shareware", "program", "hazel", "think", "maid", "hazel", "hacker"], ["rule", "define", "ruby", "simple", "rule", "easy", "difficult", "rule", "possible", "also", "make", "maid", "great", "general-purpose", "advanced", "file", "rename", "tool"]]
berkmancenter;namae;[["namae", "parser", "human", "name", "recognize", "personal", "name", "various", "cultural", "background", "try", "split", "component", "part", "e", "g", "give", "family", "name", "honorific", "etc"]]
BerlinVagrant;vagrant-dns;[["vagrant-dns", "allows", "configure", "dns-server", "manage", "development", "subdomain", "work", "much", "like", "pow", "manage", "vagrant", "machine"]]
beyonddream;daemons;[["daemon", "provide", "easy", "way", "wrap", "exist", "ruby", "script", "example", "self-written", "server", "run", "daemon", "control", "simple", "start", "stop", "restart", "command"], ["want", "also", "use", "daemon", "run", "block", "ruby", "code", "daemon", "process", "control", "process", "main", "application"], ["besides", "basic", "functionality", "daemon", "offer", "many", "advanced", "feature", "like", "exception", "backtracing", "logging", "case", "ruby", "script", "crash", "monitoring", "automatic", "restarting", "process", "crash"]]
bfoz;geometry;[["class", "method", "handling", "basic", "geometry", "learn", "high", "school", "forget"], ["class", "libary", "base", "vector", "class", "provide", "ruby", "standard", "library", "geometric", "primitive", "generally", "assume", "lie", "2d", "space", "necessarily_NEG", "restrict_NEG", "please", "let", "know", "find", "case", "work_NEG", "high_NEG", "dimension_NEG", "best_NEG", "fix_NEG"]]
bgarret;google-analytics-rails;[["fast", "universal", "google", "analytics", "setup", "rail", "gem", "mostly", "intend", "small", "medium", "website", "simple", "analytics", "strategy"], ["old", "analytics", "please", "use", "6_"], ["add", "follow", "gemfile"], ["use", "analytics_init", "send", "submission", "analytics", "use", "multiple", "tracker", "supply", "name", "tracker", "pass", "name", "option"], ["googleanalytics", "event", "setallowlinker", "longer_NEG", "support_NEG", "external_NEG", "variable_NEG", "set_NEG", "submit", "normal", "add_events", "array", "use", "new", "setup", "config", "preferable", "extra_NEG", "array_NEG", "searching_NEG", "happen_NEG"], ["googleanalytics", "event", "setcustomvar", "longer_NEG", "support_NEG", "universal_NEG", "analytics_NEG", "change", "setcustomdimension", "setcustommetric", "default", "use", "setcustomvar", "apply", "dimension"], ["googleanalytics", "event", "deletecustomvar", "remove"], ["added", "event", "helper"], ["todo", "add", "double", "click", "snippet", "support", "code", "look", "like", "simply", "change", "end", "path", "j", "feature", "test_NEG"]]
bigcommerce;gruf;[["gruf", "ruby", "framework", "wrap", "grpc", "ruby", "library", "provide", "streamlined", "integration", "ruby", "ruby", "rail", "application"], ["provide", "abstracted", "server", "client", "grpc", "service", "along", "tool", "help", "get", "grpc", "service", "ruby", "fast", "efficiently", "scale", "feature", "include"], ["gruf", "currently", "active", "support", "grpc", "x", "gruf", "compatible", "test", "ruby", "2.6-", "gruf", "also", "rails-specific_NEG", "use_NEG", "ruby_NEG", "framework_NEG", "grape_NEG", "dry-rb_NEG", "instance_NEG"], ["please", "see", "gruf", "wiki", "detailed", "information", "get", "start", "use", "gruf"]]
biola;rack-cas;[["rack-cas", "simple", "rack", "middleware", "perform", "cas", "client", "authentication"]]
bluepill-rb;bluepill;[["bluepill", "simple", "process", "monitor", "tool", "write", "ruby"]]
bo-oz;vimeo;[["basic", "wrapper", "vimeo", "api", "oauth", "include_NEG", "code_NEG", "easily", "write", "oauth", "workflow", "gem", "like", "oauth", "need", "vimeo", "access", "token", "easily", "make", "call", "api", "gem"], ["simple", "alternative", "method", "generate", "token", "dedicate", "application", "clearly", "convenient", "case", "script", "use", "procedure", "go", "app", "create", "vimeo", "find", "authentication", "tab", "next", "detail", "tab", "end", "find", "generate", "access", "token", "customize", "wish", "click", "send", "token", "create", "ready", "use"]]
boazsegev;combine;[["combinepdf", "nifty", "model", "write", "pure", "ruby", "parse", "pdf", "file", "combine", "merge", "pdf", "file", "watermark", "stamp", "use", "pdf", "file", "format", "pure", "ruby", "code"]]
boazsegev;iodine;'[["iodine", "fast", "concurrent", "web", "application", "server", "real-time", "ruby", "application", "native", "support", "websockets", "pub", "sub", "service", "also", "much"], ["iodine", "ruby", "wrapper", "many", "facil.io", "c", "framework", "leverage", "speed", "c", "many", "common", "web", "application", "task", "addition", "iodine", "abstract", "away", "network", "concern", "never", "need_NEG", "worry_NEG", "transport_NEG", "layer_NEG", "free_NEG", "concentrate_NEG", "application_NEG", "logic_NEG"], ["iodine", "include", "native", "support"], ["since", "iodine", "wrap", "much", "c", "facil.io", "framework", "ruby"], ["iodine", "c", "extension", "ruby", "develop", "optimize", "ruby", "mri", "support", "whole", "ruby", "x", "x", "mri", "family", "ci", "test", "start", "ruby"], ["note", "iodine", "support_NEG", "stream_NEG", "use_NEG", "rack_NEG", "recommend", "avoid", "block", "server", "use", "body.each", "since", "loop", "block", "iodine''s", "thread", "finish", "iodine", "send_NEG", "data_NEG", "loop_NEG"]]'
bodepd;librarian-puppet-simple;[["project", "create", "frustration", "dependency", "management", "librarian-puppet", "people", "need", "external", "dependency", "need", "able", "pin", "revision", "collection", "module", "find", "dependency", "management", "feature", "librarian-puppet", "heavy", "simple", "use", "case"], ["project", "command", "compatible", "original", "librarian-puppet"], ["remove", "directory", "module", "instal", "moment", "support", "option", "verbose", "display", "progress", "message", "path", "override", "default", "module", "module", "instal"], ["iterates", "puppetfile", "installs", "git", "source", "moment", "support", "option", "verbose", "display", "progress", "message", "clean", "remove", "directory", "instal", "module", "path", "override", "default", "module", "module", "instal", "puppetfile", "override", "default", "puppetfile", "use", "find", "module"], ["iterates", "puppetfile", "update", "git", "source", "sha", "hash", "specify", "ref", "module", "update_NEG"]]
bogdan;datagrid;[["ruby", "library", "help", "build", "represent", "table-like", "data"], ["create", "issue", "want"], ["datagrid", "demo", "application", "available", "live", "demo", "source", "code"], ["order", "create", "grid"], ["basic", "grid", "api"], ["order", "create", "report", "need", "define"], ["default", "scope", "object", "filter", "display", "common", "case", "activerecord", "base", "supported", "orm", "subclass", "generic", "scope", "like"], ["filter", "definition", "consist"], ["datagrid", "support", "different", "type", "filter", "include"], ["column", "represent", "name", "code", "block", "calculate", "value"], ["formatting", "option", "also", "available", "column", "sortable"], ["datagrid", "builtin", "generator"], ["give", "code", "play", "box"], ["order", "get", "control", "datagrid", "built-in", "partial", "run"], ["advance", "frontend", "thing", "describe"], ["frontend", "section", "wiki"]]
bploetz;versionist;[["plugin", "versioning", "rail", "base", "restful", "apis", "versionist", "support", "three", "versioning", "strategy", "box"], ["version", "api", "consist"], ["versionist", "include", "rail", "generator", "generate", "new", "version", "api", "well", "new", "component", "within", "exist", "version"]]
brainspec;enumerize;[["enumerate", "attribute", "i18n", "activerecord", "mongoid", "mongomapper", "sequel", "support"]]
braintree;braintree;[["braintree", "gem", "provide", "integration", "access", "braintree", "gateway"], ["payment", "card", "industry", "pci", "council", "mandate", "early", "version", "tl", "retire", "service", "organization", "handle", "credit", "card", "information", "require", "comply", "standard", "part", "obligation", "braintree", "update", "service", "require", "tls", "https", "connection", "braintree", "also", "require", "http", "connection", "please", "see", "technical", "documentation", "information"]]
braintree;pg;[["document", "learned", "best", "practice", "apply", "schema", "change", "without", "downtime", "post", "postgresql", "scale", "database", "schema", "change", "without", "downtime", "paypal", "technology", "blog", "many", "approach", "take", "choice", "make", "explain", "much", "great", "depth", "readme"], ["internally", "apply", "best", "practice", "rail", "application", "gem", "update", "activerecord", "migration", "clearly", "delineate", "safe", "unsafe", "ddl", "well", "provide", "safe", "alternative", "possible"], ["project", "attempt", "hide", "complexity", "code", "determine", "intent", "magically", "right", "series", "operation", "extension", "gem", "take", "approach", "well", "understand", "exactly", "database", "particularly", "long", "run", "operation", "surprise_NEG", "deploy_NEG", "cycle_NEG"], ["provide", "functionality", "migration", "utility", "rake", "task"]]
braintree;runbook;[["see", "blog", "post", "philosophy", "behind", "runbook", "overview", "feature"], ["runbook", "provide", "dsl", "specify", "series", "step", "execute", "operation", "runbook", "specify", "use", "generate", "formatted", "representation", "book", "execute", "runbook", "interactively", "example", "export", "runbook", "markdown", "use", "runbook", "execute", "command", "remote", "server"], ["runbook", "two", "mode", "evaluate", "runbook", "first", "mode", "view", "mode", "allow", "export", "runbook", "various", "format", "markdown", "second", "mode", "run", "mode", "allow", "execute", "behavior", "base", "statement", "runbook"], ["runbook", "integrate", "exist", "infrastructure", "many", "different", "way", "integrate", "exist", "project", "add", "orchestration", "functionality", "instal", "system", "stand-alone", "executable", "runbooks", "define", "self-executable", "script", "addition", "useful", "automate", "common", "task", "runbooks", "perfect", "bridge", "provide", "operation", "team", "step-by-step", "instruction", "handle", "common", "issue", "especially", "solution", "cannot", "easily", "automate"], ["lastly", "runbook", "provide", "extendable", "interface", "augment", "dsl", "define", "behavior"]]
breamware;sidekiq-batch;[["simple", "sidekiq", "batch", "job", "implementation"]]
brianmario;mysql2;[["github", "action", "travis", "ci", "appveyor", "ci"], ["mysql", "gem", "mean", "serve", "extremely", "common", "use-case", "connecting", "query", "iterate", "result", "database", "libraries", "serve", "direct", "1:1", "mapping", "already", "complex", "c", "apis", "available", "one"], ["also", "force", "use", "utf", "binary", "connection", "use", "encoding-aware", "mysql", "api", "call"], ["api", "consist", "three", "class"], ["mysql", "client", "connection", "database"], ["mysql", "result", "return", "issue", "#query", "connection", "include", "enumerable"], ["mysql", "statement", "return", "issue", "#prepare", "connection", "execute", "statement", "get", "result"]]
byroot;activerecord-typedstore;[["activerecord", "store", "typed", "attribute"]]
c10l;vagrant-butcher;[["use", "vagrant", "chef-client", "provisioner", "create", "client", "node", "chef", "server", "vm", "spin"], ["plugin", "automatically", "get", "rid", "cruft", "destroy", "vm"]]
cafonso;nandi;[["friendly", "postgres", "migration", "people", "want_NEG", "take_NEG", "database_NEG", "add_NEG", "column_NEG"]]
cainlevy;snail;[["international", "snail", "mail", "addressing", "pain", "gem", "begin", "make", "easy"]]
cantino;reckon;[["reckon", "automagically", "convert", "csv", "file", "use", "command-line", "accounting", "tool", "ledger", "also", "help", "select", "correct", "account", "associate", "csv", "data", "use", "bayesian", "machine", "learning"]]
